0,1,-1,0,0,-1,0,0,-1,0,0,0,1,0,0,1,0,-1,0,0,0,-1,1,1,-1,1,1,1,1,1,0,0,1,-1,1,0,0,-1,-1,0,1,1,-1,0,1,1,1,1,0,-1,-1,-1,0,0,0,-1,0,0,1,-1,0,-1,1,0,-1,0,0,-1,1,0,0,-1,1,-1,1,-1,-1,1,1,0,-1,1,1
-1,1,-1,1,-1,1,-1,1,-1,1,-1,X,-1,0,-4,-1,4,3,-3,2,-3,-3,0,X,X,-4,4,0,0,0,0,0,0,4,0,0,0,3,2,0,X,0,3,3,X,-4,-3,-4,3,3,3,3,0,0,-4,2,3,X,0,2,0,2,2,-4,2,2,X,2,2,-4,-2,-3,0,2,2,0,0,0,2,0,0,0,0
1,-1,1,-1,1,-1,1,-1,1,-1,X,-1,0,2,X,-3,2,-3,-3,0,X,X,-4,4,0,0,0,0,0,0,4,0,0,0,0,0,4,4,3,0,4,-4,0,X,3,3,3,3,0,-3,-4,3,3,3,3,0,0,3,3,X,0,2,0,2,2,-4,2,2,X,2,2,-4,-2,-3,0,2,2,0,0,0,2,0,0
-1,1,-1,1,-1,1,-1,1,-1,1,2,0,-3,2,-3,X,0,0,X,-4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,6,0,0,-4,0,0,4,X,0,-3,X,-4,X,3,3,3,3,0,-3,-4,3,3,3,3,0,2,3,X,0,2,0,2,2,-4,2,2,X,2,2,-4,-2,-3,0,2,2,0,0,0,2
1,-1,1,-1,1,-1,1,X,1,X,1,-2,2,-3,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,-4,0,0,0,4,6,0,X,-4,0,0,4,0,-2,-3,0,X,3,3,3,3,0,-3,-4,3,3,3,3,2,3,X,0,2,0,2,2,-4,2,2,X,2,2,-4,-2,-3,0,2,2,0,0
-1,1,-1,1,-1,1,-1,1,1,2,-3,X,-3,0,X,0,-3,0,0,0,5,0,0,0,0,4,0,0,0,-4,0,0,0,4,0,4,0,-4,0,0,0,4,6,0,X,-4,0,0,4,-3,X,-3,X,3,3,3,3,0,-3,-4,3,3,3,3,3,X,0,2,0,2,2,-4,2,2,X,2,2,-4,-2,-3,0,2,2
1,-1,1,-1,1,-1,1,X,1,X,0,2,0,-3,-3,0,0,0,0,0,0,4,0,0,5,X,0,0,0,4,0,0,0,-4,0,0,0,4,0,4,0,-4,-4,0,0,4,-3,0,X,-4,0,-4,-2,0,-3,X,3,3,3,3,0,-3,-4,3,3,3,3,X,0,2,0,2,2,-4,2,2,X,2,2,-4,-2,-3,0
-1,1,-1,1,-1,1,-1,1,2,1,-3,-3,2,2,0,0,-3,0,0,0,0,0,0,0,0,4,0,0,5,X,0,0,0,4,0,0,0,-4,-4,0,0,4,0,-3,0,-4,0,-4,0,4,2,-3,0,-4,0,3,0,0,X,3,3,3,3,0,-3,-4,3,3,3,X,0,2,0,2,2,-4,2,2,X,2,2,-4,-2
1,-1,1,-1,1,X,1,X,X,X,X,-3,0,-3,2,2,0,0,-3,0,0,0,0,0,0,0,0,0,0,4,0,0,5,X,-4,0,0,4,0,0,-3,-4,0,-4,-4,4,0,0,-3,-4,0,0,2,4,0,0,0,-4,3,0,0,X,3,3,3,3,0,-3,-4,3,3,X,0,2,0,2,2,-4,2,2,-2,2,2
-1,1,-1,1,-1,1,0,1,-3,0,-3,0,0,0,0,-3,2,2,0,0,-3,0,0,0,0,0,0,0,0,0,-4,0,0,4,0,0,-3,X,0,-4,-4,X,0,0,-3,X,0,0,0,4,-3,0,-3,-4,2,0,0,4,0,0,0,4,0,0,X,3,3,3,3,0,-3,3,3,X,0,2,2,2,X,-4,2,2,-2
1,-1,1,-1,1,X,1,-3,1,-3,0,-3,-3,0,0,0,0,-3,2,2,0,0,-3,0,0,0,-4,0,0,0,0,0,-3,-3,0,-4,-4,3,0,0,-3,-3,0,0,0,4,0,-3,0,X,0,0,0,4,0,0,3,-4,0,0,0,4,0,0,4,4,0,-3,3,3,3,3,0,3,3,X,0,2,2,2,-2,-4,2
-1,1,-1,1,X,1,-3,1,-3,X,-3,0,-3,0,-3,0,0,0,0,-3,2,2,-4,-4,-3,0,0,0,0,-3,-3,-4,-4,-4,3,0,0,-3,-3,0,3,0,0,-3,-3,0,0,0,0,4,0,0,0,-4,0,0,0,4,0,3,0,X,0,0,-3,4,0,4,4,4,0,X,3,3,3,2,3,X,-2,2,2,2,-2
1,-1,1,X,1,-3,1,-3,1,-3,0,-3,0,0,0,0,5,2,-4,-4,-4,-3,2,2,0,-4,-3,5,-4,-4,X,3,0,0,-3,-3,0,3,0,0,-3,-3,0,3,0,4,-3,0,0,4,0,0,0,4,0,0,0,-4,0,0,0,-5,3,0,0,0,0,0,0,4,0,4,4,4,3,3,X,2,X,3,-2,X,2
-1,1,X,1,-3,1,-3,1,-3,1,-3,0,-3,-5,-4,-4,-4,-3,-3,2,0,X,X,-3,-2,X,0,X,X,0,-4,-3,-3,0,3,0,3,-3,-3,0,3,4,-2,-3,0,-4,3,0,0,X,0,0,-4,-4,0,0,-5,4,0,0,0,-4,0,0,0,3,0,0,0,0,0,4,3,4,4,X,4,X,-2,0,-2,3,3
1,X,1,-3,1,-3,1,-3,X,-3,X,2,X,X,-3,-3,0,0,0,0,-3,2,-2,0,0,0,-4,0,-3,-3,0,3,0,0,-3,-3,0,X,X,-2,X,-4,0,3,0,X,-3,0,-4,-6,0,-5,0,4,0,0,0,-4,0,0,0,4,0,0,-4,-4,0,0,3,0,0,0,4,0,4,2,-2,4,X,0,4,-2,-2
-3,1,-3,1,-3,1,-3,1,-3,0,-3,-3,-3,2,0,0,-3,-3,0,-2,-2,0,-4,2,-4,-3,-3,0,3,0,0,-3,-3,0,3,0,0,4,0,0,2,0,0,X,-4,0,X,2,-5,X,0,0,-6,-4,0,0,0,4,0,0,-4,-4,0,0,0,4,0,0,0,-4,4,3,0,0,-2,4,4,2,4,3,-2,4,0
1,-3,1,-3,1,-3,1,-3,X,-3,0,-3,0,-3,-3,2,-2,-2,2,0,X,2,X,-3,0,X,0,0,-3,-3,0,3,0,0,-3,0,0,3,3,0,-4,4,2,-5,0,0,-3,0,0,4,0,0,0,4,0,0,-4,-4,0,0,0,4,0,0,0,-4,0,3,4,X,0,0,-2,-4,X,2,0,0,X,X,X,2,X
-3,1,-3,1,-3,1,-3,1,-3,0,-3,-3,2,X,-2,-2,0,2,2,-2,3,0,0,2,0,-3,-3,0,3,0,0,-3,0,3,3,3,-4,-3,-5,0,X,X,3,-3,2,4,-5,0,0,4,-3,0,-4,X,0,0,0,4,0,0,0,-4,0,0,0,4,4,0,0,-4,-4,0,4,0,0,0,0,2,0,0,0,0,0
1,-3,1,-3,1,-3,1,-3,X,2,2,-3,-2,-2,2,2,-2,-2,0,2,2,3,3,X,0,X,2,0,-3,-3,3,3,-4,-5,X,0,3,3,3,X,-3,-5,-5,0,0,3,X,-3,-4,4,0,0,0,4,0,0,0,-4,0,0,0,4,4,0,0,-4,-4,0,0,4,4,0,0,-4,-4,0,4,0,0,2,0,0,0
-3,1,-3,1,-3,1,X,1,-2,0,X,X,2,2,-2,-2,2,2,-2,-2,0,2,2,2,3,4,-3,0,X,-4,-5,-3,-3,3,3,0,-5,X,0,3,3,3,3,-3,-3,-5,0,0,3,4,0,0,0,X,0,0,0,4,4,0,0,-4,-4,0,0,4,4,0,0,-4,-4,0,0,4,4,0,0,-4,-4,0,4,2,0
1,-3,1,-3,1,X,2,0,1,0,2,2,-2,-2,2,2,-2,-2,2,2,-2,X,0,X,2,X,X,3,3,X,0,-5,-4,X,-5,0,3,3,3,-5,X,-3,3,3,3,3,-3,-3,-5,0,0,3,0,4,4,0,0,-4,-4,0,0,4,4,0,0,-4,-4,0,0,4,4,0,0,-4,-4,0,0,4,4,-4,0,-4,-4
-3,1,0,1,-3,1,0,2,2,2,-2,X,2,2,-2,-2,2,2,-2,-2,2,2,-2,3,0,0,3,0,-4,-5,3,3,0,0,-5,-2,0,0,-3,3,3,3,0,X,-3,3,3,3,3,-3,-3,-5,0,-4,X,3,0,4,4,0,0,-4,-4,0,0,4,4,0,0,-4,-4,0,0,4,4,-4,0,-4,-4,0,0,4,4
1,-3,1,0,1,-3,2,0,-2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,X,X,2,3,0,3,0,3,X,0,0,0,-3,3,-3,-3,0,3,0,0,-3,3,3,3,0,X,-3,3,X,X,3,-3,X,-2,0,0,-4,X,3,0,4,4,0,0,-4,-4,0,0,4,4,-4,0,-4,-4,0,0,4,4,0,0,-4,-4
0,1,-3,1,2,1,X,-2,2,2,-2,X,2,2,-2,-2,2,2,-2,-2,2,2,-2,0,0,2,0,3,0,3,-3,3,-3,-3,0,3,0,3,-3,0,0,3,0,0,-3,3,3,3,0,3,3,X,-2,-4,3,0,0,X,4,0,0,-4,X,3,0,4,4,-4,0,-4,-4,0,0,4,4,0,0,-4,-4,0,0,4,4
0,0,1,0,1,X,-2,0,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-3,0,3,X,2,-3,X,0,3,-3,3,-3,0,0,3,0,3,-3,0,0,3,0,3,X,3,X,X,0,3,3,0,-2,-4,4,0,3,0,4,4,-4,0,-4,X,3,0,4,X,0,0,-4,-4,0,0,4,4,0,0,-4,-4
0,0,0,1,-2,1,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,X,2,X,X,X,2,2,-3,3,3,3,-3,0,-3,0,0,3,0,3,-3,0,0,3,0,3,-3,0,0,3,0,3,3,3,-4,-2,0,3,3,X,-2,-4,0,4,3,3,0,4,-2,0,0,-4,-4,0,0,4,4,0,0,-4,-4,0,0,4,4
0,1,-2,1,X,-2,X,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,2,2,-3,3,0,X,X,0,-3,-3,3,3,0,0,-3,0,0,3,0,3,-3,0,0,3,3,3,-3,2,0,3,-2,3,3,3,-4,-2,0,3,3,3,X,X,0,-2,X,X,3,-4,4,4,0,0,-4,-4,0,0,4,4,0,0,-4,-4
-2,0,1,-2,1,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,X,X,X,X,-2,2,2,-3,-3,-3,0,3,0,0,-3,0,3,3,0,0,-3,0,0,3,3,3,-3,0,2,3,3,2,X,X,0,X,X,3,3,3,-4,-2,0,3,-4,3,-4,4,-3,0,0,-4,X,3,0,4,4,0,0,-4,-4,0,0,4,4
1,-2,1,X,-2,X,X,X,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-5,2,-3,-3,-3,2,X,-3,-3,-3,-3,0,3,0,0,-3,0,3,3,0,0,-3,0,0,3,3,3,-3,2,2,3,6,0,0,6,-2,0,X,X,3,-2,4,X,-3,3,-4,3,0,4,X,4,0,0,-4,X,3,0,4,4,0,0,-4,-4
0,1,-2,1,0,-2,-2,-2,2,2,-2,-2,2,2,-2,X,2,X,X,X,X,X,X,2,-3,-3,-3,X,0,3,-3,0,-3,0,0,3,0,0,-3,0,3,3,3,0,-3,0,2,X,3,3,X,2,3,3,2,2,0,-4,-2,0,X,X,3,0,0,4,0,2,0,2,0,0,4,4,4,0,0,-4,X,3,0,4,4
-2,0,1,-2,-2,-2,X,2,-2,-2,2,2,-2,-2,2,2,-2,0,2,0,2,-3,-3,-3,0,2,3,-3,-3,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,3,3,3,0,-3,2,2,3,X,3,X,X,3,-2,2,0,0,-4,0,0,0,0,3,3,4,0,X,0,2,0,-4,0,4,4,4,4,0,0,-4,3
1,-2,-2,X,0,X,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,X,-3,X,0,2,X,-3,-3,-3,2,0,3,-3,0,-3,0,0,3,0,0,-3,0,0,3,3,0,-3,2,3,3,3,0,X,2,0,3,-2,3,-4,0,-3,2,0,0,0,0,0,0,0,2,3,4,0,4,0,X,4,2,0,-4,0,4,4,4,4
-2,1,0,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,X,2,2,2,0,-3,-3,-3,2,0,3,-3,0,X,2,0,X,0,0,-3,0,0,3,3,0,-3,0,0,3,3,0,X,2,3,3,3,2,2,2,-3,3,0,3,0,0,8,0,0,0,0,0,0,0,2,0,X,3,3,0,4,0,2,4,2,0,0,0
0,-2,-2,-2,X,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-3,X,-2,2,0,-3,-3,0,2,2,0,-3,0,0,-5,0,0,3,0,0,-3,0,0,3,3,0,-3,0,0,3,3,0,2,X,X,3,X,2,2,2,0,3,0,3,0,8,0,0,3,0,0,8,0,2,0,0,0,3,3,4,0,X,0,2,4
-2,-2,0,2,-2,-2,2,2,-2,-2,2,2,-2,X,2,X,X,-2,X,2,-3,-3,-2,2,2,-3,-3,-5,2,2,3,-3,3,0,-5,-3,0,0,3,0,0,-3,0,0,3,3,0,-3,0,3,3,3,2,0,0,3,3,2,2,2,2,0,3,0,3,8,0,0,0,3,0,8,0,4,3,0,0,8,3,4,0,4,0
0,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,-3,-3,-2,X,2,X,-3,X,X,2,X,-3,X,2,2,-3,-2,3,3,-5,0,-3,0,0,3,0,0,-3,0,0,3,3,0,-3,3,3,3,3,0,0,3,3,X,2,2,2,2,0,3,0,3,8,8,3,0,3,8,0,8,0,X,0,8,0,X,3
-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,X,X,X,X,-2,2,0,-3,-2,0,2,0,-3,0,2,X,-2,-2,X,X,X,-5,X,-2,3,X,-5,0,-3,0,0,3,0,0,-3,0,0,3,3,0,-3,3,3,3,3,0,3,3,3,2,2,2,2,2,0,3,0,3,0,0,3,0,3,8,8,3,0,3,8,0
2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,5,0,-3,-3,-2,2,0,-3,0,2,2,0,-2,-2,X,0,-2,-5,0,X,0,0,0,-3,0,3,3,0,0,-3,0,0,3,0,0,-3,0,0,3,3,0,-3,3,3,3,3,3,3,3,X,2,2,2,2,2,0,3,0,3,0,0,3,0,3,0,0,3,0
-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,X,-2,X,X,-2,X,2,-3,X,0,X,-2,-3,-2,-2,X,0,-2,-5,0,0,0,0,-3,0,0,3,0,0,-3,0,3,3,0,0,-3,0,0,3,0,0,-3,0,0,3,3,0,-3,3,3,3,3,3,3,3,2,2,2,2,2,2,0,3,0,3,0,0,3,0,3,0
2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-3,-3,0,0,2,4,0,-2,-2,-5,0,-2,-5,0,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,3,3,0,0,-3,0,0,3,0,0,-3,0,0,3,3,0,-3,3,3,3,3,3,3,X,2,2,2,2,2,2,0,3,0,3,0,0,3
-2,-2,2,2,-2,-2,2,2,-2,-2,2,X,-2,X,X,X,X,-2,-3,0,-5,-2,-2,-5,0,X,-5,X,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,3,3,0,0,-3,0,0,3,0,0,-3,0,0,3,3,0,-3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,3,0,3
2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,0,-2,5,0,-2,-5,-2,X,-5,0,0,3,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,3,3,0,0,-3,0,0,3,0,0,-3,0,0,3,3,0,-3,3,3,3,3,3,X,2,2,2,2,2,2,2,0
-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,-2,-2,-2,0,0,5,0,-2,-3,0,0,3,3,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,3,3,0,0,-3,0,0,3,0,0,-3,0,0,3,3,0,-3,3,3,3,3,3,2,2,2,2,2,2
2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,X,-2,-2,2,0,-2,0,X,0,0,3,0,-3,-3,-2,-3,3,3,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,3,3,0,0,-3,0,0,3,0,0,-3,0,0,3,3,0,-3,3,3,3,3,X,2,2,2
-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,0,-2,0,2,0,-5,0,-3,-3,-2,X,3,0,0,-3,0,0,3,3,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,3,3,0,0,-3,0,0,3,0,0,-3,0,0,3,3,0,-3,3,3,3,3,2
2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,0,X,-3,X,-2,-2,3,0,-3,-3,0,0,3,0,0,-3,0,0,3,3,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,3,3,0,0,-3,0,0,3,0,0,-3,0,0,3,3,0,-3,3,3
-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,X,-3,-3,-2,2,-3,-3,-3,0,0,3,0,-3,-3,0,0,3,0,0,-3,0,0,3,3,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,3,3,0,0,-3,0,0,3,0,0,-3,0,0,3,3,0
2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,X,X,-2,X,-3,-3,-3,0,2,3,-3,-3,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,3,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,3,3,0,0,-3,0,0,3,0,0,-3,0,0
-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-3,-3,-3,-3,0,2,3,-3,-3,-3,2,0,3,-3,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,3,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,3,3,0,0,-3,0,0,3,0,0
2,2,-2,-2,2,2,-2,-2,2,X,-2,X,X,X,X,-2,X,3,-3,-3,-3,2,0,3,-3,0,X,2,0,X,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,3,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,3,3,0,0,-3,0,0
-2,-2,2,2,-2,-2,2,2,-2,-2,2,0,-2,-2,3,-3,-3,-3,2,0,3,-3,0,X,2,0,-3,0,0,-5,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,3,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,3,3,0,0
2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,X,-3,X,X,0,3,-3,-3,X,2,0,-3,-5,0,2,3,0,3,0,-5,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,3,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,3
